iteration-1 26
iteration-2 23
iteration-3 24
iteration-4 26
iteration-5 22
iteration-6 22
iteration-7 22
iteration-8 39
iteration-9 39
iteration-10 36
iteration-11 36
iteration-12 34
iteration-13 21
iteration-14 22
iteration-15 21
iteration-16 20
iteration-17 19
iteration-18 19
iteration-19 19
iteration-20 19
iteration-1 0.5615861996423688 0.5464587394411956
iteration-2 0.6103923424844852 0.6001732726878926
iteration-3 0.6301882823182918 0.6170673597574182
iteration-4 0.6219206900178815 0.6081871345029239
iteration-5 0.6193962343536341 0.6114359974009097
iteration-6 0.6127695382349847 0.5986571366688326
iteration-7 0.6220469128010939 0.6105696339614468
iteration-8 0.6184074892184706 0.6042884990253411
iteration-9 0.638455874618702 0.6274637210309725
iteration-10 0.6503839276322709 0.6404591726229153
iteration-11 0.6096139686546755 0.5893437296946069
iteration-12 0.6443462711686126 0.6378600823045267
iteration-13 0.5923004102240454 0.5756985055230669
iteration-14 0.6399705480172504 0.6278969027507039
iteration-15 0.6285053118754602 0.6257309941520468
iteration-16 0.6124750184074892 0.6034221355858783
iteration-17 0.6195014200063111 0.6136019059995668
iteration-18 0.6303565793625749 0.6144682694390297
iteration-19 0.6373409067003261 0.6244314489928525
iteration-20 0.607510255601136 0.6034221355858783
